,0,1,2,3,4,5,sample
0,-1.108111480821669,1.4723001764186552,0.1950571347858436,0.6417277620787432,0.5460178463462881,-0.024931012984711294,W29_HEO-Ni_RTInit
1,-3.4335685275840415,7.928198934459309,0.5610696905983931,-1.198290613114445,1.7870895134989708,0.8683197112904891,W29_HEO-Ni_RTFinal
2,-2.2207008911342165,4.159251019734927,0.4871238676629812,-1.379408993392152,2.4143951106358306,0.6202398999375237,W29_HEO-Ni_900C
3,-6.130430908520373,-1.8557799202303427,-0.685563302728317,-0.1840266272554009,0.09008273482496004,-0.30105766932853056,W30_HEO-Mg_RTInit
4,-6.097756238483369,9.618701614014803,-2.0277683898267207,-2.8175379784690002,0.9376646681394807,0.7117518424554504,W30_HEO-Mg_RTFinal
5,-2.072354222437441,4.840364235508784,-0.4621708825504609,-1.9924471541984274,2.369491868434904,0.39296542819338887,W30_HEO-Mg_900C
6,0.8275499919763889,2.5321779855449593,-0.036586735409340806,-0.1976753660153105,0.3794459576967328,0.09874531348203404,W32_HEO-Co_RT
7,5.37579918472075,-1.6764967700279811,-0.23293544501457764,0.6659958564282465,-0.36224074912915527,-0.09759197795153998,W36_Zn_RTInit
8,2.9804615191746358,-1.1546613942080073,-0.6690880778286162,-0.7118834490901804,1.738495240139926,0.23492364051259204,W36_Zn_RTFinal
9,0.25116690943382575,-0.3305709290784356,-0.6011822125098177,-1.1332150259585938,2.8936136181324974,0.561496916337338,W36_Zn_900C
10,-4.610504909466246,-2.6732323164149796,0.8891650589766535,0.00602498430756418,-0.1576412826598469,0.1711913162454584,W37_ZnCo_RTInit
11,0.7370913093832682,-2.325652255990899,-0.7282677193272612,-0.15307409966611318,0.5511366609794938,0.19676631845581757,W37_ZnCo_RTFinal
12,0.31004656583281753,-1.2046116935067457,-0.8725030300692527,-1.158600048450364,2.9708287628213816,0.6980138900722136,W37_ZnCo_900C
13,-1.6113639641557507,1.4865393524947932,-0.5794467832556761,-0.055165769257993214,-0.36322062929275795,0.4117025456952951,W39_HEO_RTInit
14,-4.241587269876203,9.434307022089007,1.1555045400325739,-2.311233611204435,1.3102644291437033,1.1586568745199277,W39_HEO_RTFinal
15,-2.2570808339736055,4.957133272790181,0.6942121949548137,-1.7541793021441836,2.395452287694504,0.7023046359700192,W39_HEO_900C
16,0.9129357865167423,3.1835876048625975,0.4410056409081739,-0.30715154001351247,-0.42693619247844555,-0.30555280063347634,W46_ZnMg_RT
17,6.344126299750157,-2.4690961126477,0.009304431737240382,-0.5697293002723383,0.2944923146922259,0.047494285475471146,ZnO_KOCH_RT
